108	96	14160	-115	-151	35	57	-11	-427
232	88	14332	-103	-129	20	56	-12	-429
128	-20	14244	-100	-129	22	56	-10	-429
212	4	14300	-109	-124	24	56	-11	-429
192	84	14264	-110	-138	3	56	-11	-428
204	60	14244	-115	-131	14	57	-10	-428
180	68	14104	-95	-140	8	56	-11	-429
160	96	14348	-127	-156	32	56	-10	-428
212	144	14352	-106	-152	28	57	-12	-428
156	72	14284	-103	-144	15	56	-10	-427
212	40	14424	-92	-147	18	57	-12	-429
216	104	14324	-114	-152	6	57	-13	-429
140	68	14272	-108	-154	15	56	-10	-428
180	40	14348	-96	-152	31	57	-12	-428
272	80	14328	-102	-143	18	56	-11	-428
112	40	14260	-123	-148	12	55	-12	-429
136	100	14224	-101	-150	0	56	-11	-429
160	188	14344	-101	-146	15	56	-11	-428
164	120	14220	-114	-130	14	56	-12	-429
52	68	14172	-111	-149	0	56	-11	-429
188	136	14424	-121	-137	11	57	-13	-429
224	72	14296	-113	-133	3	56	-12	-428
296	180	14312	-112	-137	29	56	-10	-429
120	124	14244	-118	-111	24	56	-12	-429
172	112	14308	-109	-146	23	56	-11	-428
168	68	14388	-118	-133	26	56	-12	-428
284	92	14280	-118	-141	37	56	-11	-428
252	236	14356	-115	-154	1	55	-12	-429
136	72	14228	-116	-144	20	56	-11	-429
188	60	14312	-106	-150	6	57	-10	-428
176	112	14260	-119	-138	16	56	-12	-429
212	-12	14228	-113	-160	26	56	-11	-428
240	68	14232	-107	-119	17	56	-10	-429
132	120	14304	-115	-150	4	56	-12	-428
172	88	14380	-106	-128	22	57	-10	-428
108	8	14376	-102	-159	18	56	-13	-430
224	28	14184	-103	-126	32	56	-11	-428
104	-36	14384	-86	-155	-7	56	-12	-428
180	196	14296	-97	-146	-16	57	-12	-428
160	-32	14304	-85	-153	19	56	-10	-428
60	128	14260	-123	-149	22	58	-11	-429
92	112	14256	-109	-148	19	57	-10	-428
148	88	14256	-116	-125	33	56	-11	-428
192	140	14296	-108	-129	8	57	-12	-428
120	72	14356	-98	-132	25	56	-10	-429
112	68	14268	-124	-140	-4	56	-12	-430
196	148	14308	-106	-138	7	56	-10	-427
148	60	14404	-104	-127	10	57	-11	-429
144	36	14292	-108	-144	28	57	-11	-428
224	68	14320	-110	-161	14	56	-10	-429
128	28	14288	-100	-151	19	56	-12	-428
204	104	14440	-90	-131	26	57	-10	-428
172	96	14252	-97	-127	15	57	-13	-428
144	120	14352	-127	-150	0	56	-12	-427
148	100	14312	-124	-128	21	56	-11	-429
260	32	14272	-117	-150	20	56	-12	-428
208	60	14204	-107	-145	29	56	-10	-427
196	68	14284	-106	-122	11	56	-12	-428
84	24	14288	-103	-138	5	56	-11	-428
196	104	14272	-97	-153	-4	57	-11	-428
148	-12	14212	-126	-154	4	56	-12	-429
124	88	14324	-111	-125	19	56	-10	-428
116	124	14276	-113	-130	11	56	-12	-429
180	76	14276	-103	-147	15	56	-11	-428
164	148	14424	-102	-149	19	57	-10	-429
136	36	14328	-118	-167	14	56	-12	-429
84	148	14324	-89	-137	6	56	-11	-427
328	44	14232	-105	-156	20	55	-12	-429
180	124	14416	-109	-146	12	57	-10	-428
164	124	14388	-104	-127	5	56	-11	-428
272	52	14204	-101	-132	23	56	-11	-429
244	48	14180	-114	-133	-2	57	-11	-428
180	96	14376	-72	-144	27	55	-13	-428
164	20	14312	-108	-140	16	56	-9	-428
124	40	14372	-105	-152	24	56	-11	-429
212	80	14240	-93	-140	30	56	-12	-429
148	92	14252	-95	-132	-4	58	-11	-428
164	48	14344	-94	-145	16	56	-13	-429
120	112	14368	-111	-132	7	56	-9	-428
92	40	14408	-106	-141	33	56	-13	-429
148	148	14276	-98	-148	28	58	-11	-427
212	172	14348	-104	-135	37	56	-11	-429
116	104	14252	-113	-156	0	56	-12	-428
220	136	14308	-114	-143	11	58	-10	-427
180	88	14212	-101	-141	9	56	-12	-429
172	28	14376	-84	-138	36	57	-10	-429
208	76	14368	-105	-128	1	57	-11	-429
200	16	14240	-109	-139	10	56	-12	-428
108	-4	14292	-102	-132	27	57	-9	-428
224	128	14332	-99	-147	0	56	-13	-429
120	92	14348	-96	-119	-4	56	-10	-428
200	44	14244	-92	-147	14	56	-12	-429
72	68	14276	-104	-155	-5	56	-11	-429
164	120	14440	-122	-148	16	56	-11	-428
200	32	14252	-104	-147	27	57	-12	-428
196	140	14252	-93	-137	8	57	-9	-428
268	68	14360	-101	-162	30	56	-13	-428
164	176	14368	-120	-150	5	56	-11	-428
132	44	14300	-98	-123	16	57	-11	-428
52	108	14232	-98	-150	2	56	-12	-428
188	108	14420	-116	-133	24	55	-10	-428
212	84	14368	-121	-146	6	56	-12	-429
184	136	14196	-115	-125	7	55	-10	-427
208	172	14272	-94	-163	35	56	-12	-429
172	44	14424	-85	-157	21	56	-12	-428
160	60	14296	-113	-143	18	57	-10	-428
260	40	14232	-117	-139	-7	57	-11	-429
140	32	14336	-106	-140	12	56	-11	-429
116	0	14272	-87	-144	18	57	-12	-430
132	116	14388	-101	-158	32	56	-10	-428
88	84	14208	-119	-143	16	56	-11	-429
152	4	14412	-106	-146	2	55	-13	-429
236	176	14288	-87	-148	12	56	-10	-428
172	164	14188	-116	-145	34	58	-12	-428
180	-84	14288	-108	-126	-2	56	-10	-429
144	116	14388	-99	-142	18	57	-12	-428
252	104	14312	-121	-141	-1	56	-12	-428
180	120	14368	-105	-138	-2	57	-11	-428
156	148	14248	-97	-145	21	56	-12	-428
228	128	14272	-100	-149	20	57	-11	-427
96	124	14208	-106	-133	-4	56	-11	-428
156	112	14304	-107	-143	21	55	-11	-428
196	112	14276	-91	-137	11	56	-11	-429
264	80	14384	-116	-145	20	55	-13	-428
172	152	14176	-107	-150	9	56	-11	-428
112	156	14344	-118	-155	13	56	-11	-428
224	48	14384	-108	-129	16	56	-13	-428
168	112	14344	-110	-144	27	57	-9	-428
244	104	14276	-107	-157	0	56	-13	-428
192	44	14336	-114	-140	33	55	-9	-428
180	88	14324	-108	-147	15	57	-12	-429
176	-4	14436	-122	-139	36	56	-12	-429
132	32	14236	-113	-136	15	57	-10	-428
168	36	14336	-98	-136	12	56	-12	-428
176	60	14296	-123	-129	6	57	-10	-428
172	112	14304	-116	-134	11	56	-11	-428
252	36	14204	-102	-148	42	57	-11	-428
216	92	14276	-120	-127	6	57	-11	-428
216	112	14252	-101	-142	24	56	-11	-428
200	140	14320	-110	-157	3	56	-9	-429
92	140	14216	-124	-136	26	55	-12	-428
200	92	14164	-115	-165	11	56	-12	-427
180	64	14304	-101	-128	15	56	-11	-428
172	260	14184	-100	-140	15	57	-13	-428
264	120	14292	-112	-138	18	56	-10	-427
156	60	14156	-95	-153	39	57	-12	-428
104	128	14372	-89	-151	26	56	-11	-428
232	-8	14280	-120	-153	34	55	-11	-429
212	44	14276	-111	-134	26	56	-12	-429
116	116	14372	-82	-146	33	57	-11	-428
200	32	14300	-117	-155	7	57	-12	-429
128	80	14360	-124	-148	14	56	-10	-427
160	148	14200	-94	-132	18	56	-11	-429
76	84	14276	-112	-127	9	55	-12	-429
180	92	14372	-113	-132	7	57	-10	-427
172	88	14220	-114	-136	29	57	-12	-428
264	148	14312	-83	-138	4	57	-10	-428
128	80	14404	-107	-148	15	57	-12	-428
168	80	14332	-106	-133	-4	56	-11	-427
140	-28	14400	-101	-116	27	56	-10	-427
180	92	14328	-110	-137	-3	56	-12	-429
228	108	14352	-99	-150	8	56	-10	-427
108	60	14356	-109	-128	15	57	-12	-429
212	112	14288	-90	-163	12	56	-10	-427
192	112	14376	-114	-133	6	57	-11	-428
240	148	14400	-118	-145	15	56	-12	-428
180	92	14376	-119	-148	30	56	-10	-428
228	112	14228	-92	-142	23	57	-12	-428
240	72	14352	-83	-126	19	57	-11	-428
164	60	14264	-92	-145	6	56	-10	-428
276	-36	14344	-94	-139	27	56	-11	-429
276	116	14284	-117	-153	24	55	-9	-428
148	124	14428	-98	-138	-8	56	-13	-428
160	136	14332	-89	-151	25	55	-9	-427
176	136	14328	-106	-141	24	55	-10	-428
148	168	14396	-96	-149	17	56	-11	-429
68	172	14348	-101	-132	5	56	-10	-428
248	84	14316	-97	-153	12	57	-12	-428
124	60	14324	-116	-150	19	57	-10	-428
160	148	14400	-88	-147	27	56	-12	-430
232	72	14164	-113	-135	37	55	-11	-427
172	192	14348	-116	-151	-1	56	-10	-429
196	156	14232	-111	-136	9	56	-12	-428
108	68	14440	-103	-144	37	56	-10	-428
200	72	14172	-104	-154	23	57	-11	-429
216	128	14316	-112	-131	20	57	-11	-428
120	24	14360	-92	-159	20	55	-10	-428
68	144	14380	-123	-143	-19	55	-12	-428
264	-12	14284	-97	-141	3	57	-10	-428
248	40	14336	-93	-143	29	57	-12	-429
204	112	14260	-109	-139	23	58	-11	-428
156	128	14204	-126	-137	19	57	-11	-429
160	196	14344	-115	-158	16	55	-12	-429
248	108	14224	-127	-130	25	56	-10	-428
120	-12	14292	-106	-144	6	56	-12	-429
220	80	14268	-112	-142	18	56	-11	-428
168	12	14256	-107	-141	32	56	-11	-429
84	44	14244	-104	-141	12	57	-12	-428
200	72	14284	-119	-129	41	56	-10	-428
196	84	14376	-114	-136	7	56	-12	-428
132	16	14264	-112	-147	24	57	-10	-427
240	152	14256	-104	-159	26	56	-10	-427
248	152	14300	-118	-135	7	56	-12	-428
128	76	14292	-95	-132	28	56	-10	-428
204	68	14336	-87	-152	13	56	-12	-429
252	52	14324	-84	-164	17	55	-10	-428
232	104	14364	-125	-138	-2	56	-11	-428
96	204	14352	-100	-116	30	56	-12	-428
184	68	14176	-93	-146	26	56	-10	-428
120	64	14344	-93	-119	10	56	-12	-428
160	76	14220	-120	-150	28	56	-10	-428
116	24	14320	-111	-140	28	56	-12	-429
232	88	14232	-96	-139	21	56	-11	-428
216	40	14364	-95	-146	39	57	-11	-428
92	152	14316	-121	-148	7	57	-13	-429
208	20	14312	-110	-122	3	56	-10	-428
224	148	14316	-130	-138	19	56	-12	-428
60	16	14348	-88	-125	25	57	-10	-428
260	136	14244	-104	-135	29	56	-10	-429
256	92	14336	-126	-136	7	56	-11	-428
120	24	14296	-103	-139	17	56	-10	-428
268	60	14332	-114	-130	8	56	-12	-427
244	128	14432	-102	-158	27	56	-10	-428
140	120	14348	-110	-126	15	55	-12	-429
200	4	14288	-102	-141	4	56	-12	-428
272	68	14312	-110	-131	10	56	-11	-428
136	72	14228	-121	-137	4	56	-12	-429
172	108	14312	-98	-135	20	57	-10	-428
184	88	14304	-106	-125	6	57	-12	-429
200	76	14416	-117	-140	24	56	-11	-428
192	12	14256	-80	-129	17	55	-10	-428
108	72	14332	-132	-129	19	56	-13	-427
144	24	14296	-118	-142	-7	56	-10	-428
228	32	14284	-86	-138	7	55	-12	-429
72	52	14264	-109	-177	37	56	-9	-427
208	20	14160	-108	-146	16	55	-12	-428
224	8	14376	-123	-152	26	56	-11	-428
172	52	14284	-99	-131	35	56	-11	-428
244	72	14392	-113	-155	32	56	-12	-428
160	156	14432	-108	-145	25	56	-9	-428
128	144	14336	-98	-142	31	56	-13	-428
256	100	14368	-104	-141	9	56	-10	-427
224	84	14404	-114	-146	23	55	-11	-429
48	40	14284	-114	-156	16	56	-12	-427
144	148	14160	-113	-146	39	57	-10	-427
224	104	14432	-74	-144	2	56	-14	-428
220	92	14268	-107	-149	3	56	-10	-429
136	44	14300	-116	-150	23	56	-11	-428
216	64	14312	-112	-153	10	57	-12	-429
144	28	14188	-120	-150	9	56	-11	-428
160	112	14364	-101	-139	27	56	-13	-428
144	148	14264	-105	-157	22	56	-10	-428
160	164	14332	-96	-139	2	55	-11	-428
60	32	14324	-95	-141	-14	56	-12	-428
192	112	14228	-101	-156	14	57	-11	-428
248	4	14296	-116	-133	11	55	-12	-427
136	152	14248	-100	-138	11	56	-9	-428
148	24	14364	-125	-147	16	57	-11	-429
196	72	14248	-123	-142	31	57	-11	-427
132	20	14360	-128	-123	19	55	-11	-428
224	64	14276	-110	-116	13	56	-11	-429
184	52	14344	-112	-125	15	56	-10	-427
132	60	14320	-109	-131	2	56	-11	-427
112	196	14344	-93	-131	-2	57	-11	-427
188	96	14316	-118	-133	18	55	-10	-428
232	144	14332	-107	-152	11	56	-13	-428
140	84	14368	-97	-159	1	57	-10	-427
136	224	14308	-103	-137	5	56	-12	-430
84	68	14172	-114	-132	-2	56	-10	-428
152	16	14212	-114	-137	21	56	-11	-428
168	148	14276	-103	-123	23	56	-11	-429
176	132	14404	-91	-149	24	57	-10	-429
156	64	14472	-129	-153	28	55	-13	-429
276	4	14312	-107	-144	-3	57	-11	-428
96	52	14204	-98	-139	15	56	-12	-429
168	60	14324	-118	-159	6	56	-12	-429
120	92	14324	-87	-140	19	57	-11	-427
88	24	14232	-124	-141	19	55	-12	-428
96	56	14300	-124	-147	4	56	-10	-428
168	48	14284	-120	-138	11	57	-13	-429
216	48	14324	-99	-148	25	56	-11	-428
92	64	14376	-86	-140	10	57	-10	-428
232	40	14248	-92	-123	18	57	-12	-429
92	76	14208	-100	-122	-2	56	-10	-428
160	148	14236	-106	-136	30	55	-11	-428
176	-44	14400	-88	-131	2	56	-11	-428
104	0	14236	-120	-159	23	56	-13	-428
276	188	14228	-88	-160	21	57	-10	-428
256	120	14284	-121	-158	12	56	-10	-428
128	92	14232	-111	-144	-1	56	-12	-428
184	212	14356	-114	-127	4	56	-10	-428
228	160	14304	-109	-154	17	56	-13	-429
156	88	14296	-95	-142	9	56	-12	-428
192	76	14308	-129	-123	27	57	-11	-428
176	84	14392	-115	-139	36	56	-12	-428
128	44	14332	-106	-119	15	57	-10	-428
148	-4	14236	-112	-150	3	56	-12	-428
208	80	14420	-88	-117	4	57	-9	-427
156	104	14444	-105	-136	8	56	-11	-429
92	92	14312	-85	-130	1	56	-11	-428
140	-16	14296	-119	-135	29	55	-11	-427
176	44	14356	-93	-136	28	56	-12	-429
132	120	14432	-100	-154	15	56	-9	-427
188	28	14324	-117	-143	26	56	-13	-428
200	60	14460	-104	-146	21	56	-11	-427
116	84	14292	-86	-149	30	56	-10	-429
276	28	14108	-115	-138	35	56	-11	-429
232	48	14176	-106	-132	13	56	-11	-427
120	-32	14212	-96	-127	17	56	-12	-428
200	176	14392	-103	-133	22	55	-10	-429
248	108	14304	-113	-130	-9	57	-11	-428
72	76	14304	-104	-132	11	58	-12	-427
184	60	14212	-82	-139	27	57	-10	-428
232	132	14200	-85	-130	12	56	-11	-429
256	172	14300	-124	-139	24	57	-10	-427
112	108	14356	-95	-137	5	56	-11	-428
92	156	14400	-94	-127	12	57	-11	-429
212	44	14360	-111	-139	29	56	-10	-427
164	76	14096	-101	-144	8	56	-12	-428
96	64	14396	-99	-142	12	56	-10	-428
136	112	14424	-105	-135	22	56	-11	-428
244	148	14232	-98	-150	10	57	-10	-427
160	112	14240	-111	-136	27	57	-10	-428
184	16	14244	-101	-135	27	55	-12	-429
200	-64	14172	-105	-141	19	57	-9	-428
136	88	14376	-87	-137	11	56	-12	-428
148	100	14344	-88	-138	7	57	-13	-428
256	168	14316	-105	-134	6	56	-11	-429
168	120	14296	-110	-132	12	56	-13	-427
76	84	14196	-111	-161	16	57	-10	-427
204	96	14312	-110	-158	20	58	-13	-429
248	88	14296	-110	-155	1	57	-10	-428
140	112	14220	-104	-146	14	56	-9	-428
196	92	14316	-90	-140	12	56	-12	-427
216	104	14244	-101	-151	6	57	-11	-428
140	16	14344	-101	-131	29	56	-12	-429
112	80	14264	-108	-130	20	56	-10	-428
208	112	14396	-111	-144	24	57	-12	-429
164	164	14240	-108	-170	5	57	-11	-428
156	68	14388	-113	-132	24	57	-11	-428
96	156	14360	-107	-140	25	55	-12	-429
164	140	14404	-106	-173	12	56	-10	-427
140	156	14388	-100	-148	19	56	-11	-429
204	8	14424	-139	-146	7	56	-12	-427
188	100	14100	-114	-148	12	56	-11	-428
244	76	14368	-106	-159	7	57	-12	-428
128	72	14332	-102	-167	30	56	-10	-428
188	8	14300	-113	-138	23	57	-11	-429
300	24	14276	-102	-149	36	56	-12	-427
180	84	14148	-112	-144	11	56	-10	-429
184	112	14256	-108	-152	7	55	-12	-429
204	120	14284	-103	-150	26	56	-9	-428
224	84	14308	-105	-137	16	57	-12	-428
52	112	14224	-105	-140	21	57	-11	-427
268	12	14280	-105	-129	21	57	-11	-429
168	-4	14352	-103	-140	12	56	-12	-428
128	88	14304	-100	-137	19	57	-10	-428
208	100	14244	-98	-138	4	57	-12	-428
220	132	14304	-115	-139	15	56	-9	-428
96	124	14356	-99	-124	21	56	-11	-428
224	64	14260	-109	-153	7	57	-11	-428
132	100	14348	-89	-137	9	56	-9	-429
176	84	14392	-124	-132	46	56	-11	-428
60	8	14216	-126	-172	23	56	-11	-428
256	112	14252	-106	-139	12	56	-13	-428
180	-52	14460	-77	-100	28	56	-11	-427
220	40	14272	-114	-135	-4	56	-10	-429
176	108	14088	-103	-151	12	56	-12	-428
164	72	14260	-106	-165	26	57	-10	-429
244	52	14340	-95	-111	17	57	-12	-428
196	144	14372	-95	-132	23	57	-10	-428
208	120	14164	-123	-146	27	56	-11	-428
88	16	14408	-124	-143	12	56	-11	-428
172	40	14316	-108	-145	21	57	-11	-428
248	92	14228	-96	-169	18	56	-12	-428
172	144	14324	-102	-157	18	56	-9	-428
96	0	14260	-117	-147	10	56	-11	-429
252	108	14148	-106	-141	27	55	-12	-428
100	104	14348	-113	-138	29	57	-9	-429
-4	160	14404	-110	-135	15	56	-13	-428
212	60	14216	-109	-147	50	57	-10	-427
92	152	14280	-103	-139	24	56	-12	-429
168	16	14336	-115	-159	25	56	-12	-428
124	32	14384	-96	-146	17	57	-11	-428
240	76	14264	-111	-150	20	57	-12	-428
352	40	14284	-113	-150	24	56	-10	-428
136	20	14352	-85	-138	15	57	-13	-429
64	32	14244	-101	-136	29	55	-11	-428
204	172	14448	-105	-142	7	56	-11	-427
76	48	14208	-107	-138	-2	56	-12	-428
196	64	14260	-120	-153	27	56	-10	-428
144	80	14400	-109	-145	24	56	-13	-429
156	68	14320	-106	-138	21	56	-10	-429
156	84	14272	-143	-163	36	57	-11	-429
120	104	14236	-115	-150	40	56	-11	-429
200	40	14264	-107	-140	-3	56	-10	-428
180	76	14300	-92	-123	29	56	-12	-428
224	-36	14280	-92	-148	14	57	-9	-428
132	-16	14316	-80	-142	34	56	-11	-429
116	48	14348	-109	-146	9	56	-12	-428
236	80	14336	-99	-148	11	56	-11	-428
100	28	14312	-118	-152	25	56	-12	-428
120	96	14428	-121	-155	28	56	-11	-428
96	40	14388	-128	-133	7	56	-13	-429
232	72	14276	-103	-127	13	57	-11	-428
164	148	14300	-114	-141	31	55	-11	-429
120	44	14236	-111	-162	29	56	-13	-428
208	100	14324	-119	-147	21	56	-12	-428
220	112	14284	-107	-118	37	57	-12	-428
244	0	14500	-118	-140	6	56	-12	-428
100	172	14352	-101	-130	5	57	-10	-428
276	76	14388	-97	-136	22	56	-12	-429
264	136	14356	-99	-134	21	56	-11	-428
192	32	14356	-118	-129	17	58	-13	-428
172	120	14316	-93	-124	10	56	-10	-428
208	112	14352	-107	-138	24	56	-11	-428
168	112	14232	-115	-131	27	56	-11	-427
168	44	14356	-86	-136	-1	56	-10	-427
144	68	14248	-103	-139	19	57	-12	-428
116	60	14344	-97	-144	11	56	-11	-428
60	112	14348	-93	-151	17	56	-11	-428
240	140	14172	-85	-141	10	57	-12	-427
156	8	14240	-89	-134	-7	57	-10	-427
196	32	14256	-103	-145	11	57	-12	-428
84	-8	14432	-109	-127	14	57	-11	-427
152	40	14232	-93	-137	2	55	-13	-429
236	68	14356	-113	-138	17	56	-11	-428
148	40	14404	-113	-120	14	57	-11	-427
220	24	14232	-119	-154	23	57	-12	-427
156	108	14264	-109	-128	5	56	-10	-428
148	140	14296	-103	-137	17	57	-12	-429
188	80	14376	-123	-137	29	56	-10	-427
196	48	14392	-110	-144	17	58	-11	-429
136	76	14260	-112	-138	37	56	-12	-428
292	136	14272	-97	-136	6	57	-10	-429
216	156	14256	-114	-134	20	56	-12	-429
120	88	14372	-95	-134	13	56	-10	-427
208	-12	14392	-129	-131	18	56	-12	-428
212	116	14200	-106	-162	9	57	-11	-428
100	96	14372	-120	-149	21	57	-11	-428
128	4	14496	-120	-155	16	56	-13	-428
264	-44	14312	-98	-139	9	57	-10	-428
144	108	14236	-118	-145	22	57	-12	-429
108	124	14388	-91	-149	27	56	-12	-426
180	40	14252	-107	-148	22	55	-10	-429
236	84	14312	-117	-154	15	58	-12	-428
100	20	14464	-109	-163	16	57	-10	-428
124	-12	14336	-109	-156	27	56	-13	-428
220	104	14184	-102	-151	8	56	-12	-427
172	184	14204	-112	-158	7	56	-11	-428
188	148	14376	-98	-162	17	56	-13	-428
268	148	14352	-105	-135	18	56	-9	-428
288	68	14352	-105	-155	11	57	-12	-429
188	48	14372	-127	-142	23	56	-11	-428
144	104	14380	-93	-133	12	56	-9	-428
152	104	14332	-116	-123	1	56	-13	-428
120	84	14332	-115	-143	30	56	-10	-428
56	88	14268	-92	-156	24	57	-13	-428
224	60	14152	-113	-157	15	56	-11	-427
120	140	14272	-86	-145	3	55	-12	-427
156	32	14376	-104	-135	-5	56	-12	-428
100	56	14320	-102	-113	-3	57	-10	-427
264	32	14272	-98	-122	19	58	-12	-428
192	4	14284	-114	-151	11	57	-11	-429
120	100	14272	-83	-143	10	57	-13	-429
144	52	14284	-76	-148	4	57	-11	-428
84	40	14308	-104	-144	40	56	-10	-427
160	36	14216	-92	-131	20	56	-12	-428
224	52	14264	-104	-145	13	56	-10	-429
192	48	14304	-101	-122	18	57	-12	-428
108	108	14100	-126	-139	8	56	-10	-427
180	96	14196	-92	-158	20	57	-11	-428
108	120	14452	-115	-142	-8	56	-13	-429
116	132	14284	-124	-131	23	56	-11	-428
100	112	14072	-105	-134	23	57	-12	-428
176	40	14308	-113	-149	26	56	-10	-428
188	172	14360	-88	-143	-6	57	-11	-429
132	160	14304	-108	-131	38	57	-12	-428
132	68	14384	-115	-143	18	57	-10	-428
192	144	14428	-100	-156	4	56	-13	-429
100	116	14196	-99	-163	6	57	-11	-427
